Waktu,User,Lattitude,LongitudeDegree
20 Jul 2019 15.47.35,1,-6,972635,107,632765,127,6
20 Jul 2019 15.47.36,1,-6,972552,107,632676,127,6
20 Jul 2019 15.47.38,1,-6,972835,107,632659,92,52
20 Jul 2019 15.47.44,1,-6,972635,107,632765,127,6
20 Jul 2019 15.47.46,1,-6,972552,107,632676,127,6
20 Jul 2019 15.47.48,1,-6,972835,107,632659,92,52
20 Jul 2019 15.47.48,1,-6,972635,107,632765,127,6
20 Jul 2019 15.47.50,1,-6,972552,107,632676,127,6
20 Jul 2019 15.47.51,1,-6,972835,107,632659,92,52
20 Jul 2019 15.47.53,1,-6,972635,107,632765,127,6
20 Jul 2019 15.47.54,1,-6,972552,107,632676,127,6
20 Jul 2019 15.47.56,1,-6,972835,107,632659,92,52
20 Jul 2019 15.47.57,1,-6,972635,107,632765,127,6
20 Jul 2019 15.47.59,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.00,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.02,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.03,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.05,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.06,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.08,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.09,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.11,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.12,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.14,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.15,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.17,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.18,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.20,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.21,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.23,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.24,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.26,1,-6,972552,107,632676,127,6
20 Jul 2019 15.48.27,1,-6,972835,107,632659,92,52
20 Jul 2019 15.48.29,1,-6,972635,107,632765,127,6
20 Jul 2019 15.48.30,1,-6,972552,107,632676,127,6
