Waktu,User,Lattitude,LongitudeDegree
22 Jul 2019 06.28.54,1,-6,972835,107,632659,92,52
22 Jul 2019 06.28.55,1,-6,972635,107,632765,127,6
22 Jul 2019 06.28.57,1,-6,972552,107,632676,127,6
22 Jul 2019 06.28.58,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.00,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.01,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.03,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.04,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.06,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.07,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.09,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.10,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.12,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.13,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.18,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.19,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.21,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.22,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.24,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.25,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.27,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.28,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.30,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.31,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.33,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.34,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.36,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.37,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.39,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.40,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.42,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.43,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.45,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.46,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.48,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.49,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.51,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.52,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.54,1,-6,972635,107,632765,127,6
22 Jul 2019 06.29.55,1,-6,972552,107,632676,127,6
22 Jul 2019 06.29.57,1,-6,972835,107,632659,92,52
22 Jul 2019 06.29.58,1,-6,972635,107,632765,127,6
22 Jul 2019 06.30.00,1,-6,972552,107,632676,127,6
22 Jul 2019 06.30.01,1,-6,972835,107,632659,92,52
22 Jul 2019 06.30.03,1,-6,972635,107,632765,127,6
22 Jul 2019 06.30.04,1,-6,972552,107,632676,127,6
22 Jul 2019 06.30.06,1,-6,972835,107,632659,92,52
22 Jul 2019 06.30.07,1,-6,972635,107,632765,127,6
22 Jul 2019 06.30.09,1,-6,972552,107,632676,127,6
22 Jul 2019 06.30.10,1,-6,972835,107,632659,92,52
22 Jul 2019 06.30.12,1,-6,972635,107,632765,127,6
22 Jul 2019 06.30.13,1,-6,972552,107,632676,127,6
