Waktu,User,Lattitude,LongitudeDegree
27 Jul 2019 16.40.20,1,-6,972835,107,632659,92,52
27 Jul 2019 16.40.21,1,-6,972635,107,632765,127,6
27 Jul 2019 16.40.23,1,-6,972552,107,632676,127,6
27 Jul 2019 16.40.24,1,-6,972835,107,632659,92,52
27 Jul 2019 16.40.26,1,-6,972635,107,632765,127,6
27 Jul 2019 16.40.27,1,-6,972552,107,632676,127,6
27 Jul 2019 16.40.29,1,-6,972835,107,632659,92,52
27 Jul 2019 16.40.30,1,-6,972635,107,632765,127,6
27 Jul 2019 16.40.32,1,-6,972552,107,632676,127,6
27 Jul 2019 16.40.33,1,-6,972835,107,632659,92,52
27 Jul 2019 16.40.35,1,-6,972635,107,632765,127,6
27 Jul 2019 16.40.36,1,-6,972552,107,632676,127,6
